Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Date,,,,,,
2020-11-28 00:00:00+00:00,17717.4140625,17717.4140625,17853.939453125,16910.65234375,17112.93359375,32601040734
2020-11-29 00:00:00+00:00,18177.484375,18177.484375,18283.62890625,17559.1171875,17719.634765625,31133957704
2020-11-30 00:00:00+00:00,19625.8359375,19625.8359375,19749.263671875,18178.322265625,18178.322265625,47728480399
2020-12-01 00:00:00+00:00,18802.998046875,18802.998046875,19845.974609375,18321.921875,19633.76953125,49633658712
2020-12-02 00:00:00+00:00,19201.091796875,19201.091796875,19308.330078125,18347.71875,18801.744140625,37387697139
2020-12-03 00:00:00+00:00,19445.3984375,19445.3984375,19566.19140625,18925.78515625,19205.92578125,31930317405
2020-12-04 00:00:00+00:00,18699.765625,18699.765625,19511.404296875,18697.193359375,19446.966796875,33872388058
2020-12-05 00:00:00+00:00,19154.23046875,19154.23046875,19160.44921875,18590.193359375,18698.384765625,27242455064
2020-12-06 00:00:00+00:00,19345.12109375,19345.12109375,19390.5,18897.89453125,19154.1796875,25293775714
2020-12-07 00:00:00+00:00,19191.630859375,19191.630859375,19411.828125,18931.142578125,19343.12890625,26896357742
2020-12-08 00:00:00+00:00,18321.14453125,18321.14453125,19283.478515625,18269.9453125,19191.529296875,31692288756
2020-12-09 00:00:00+00:00,18553.916015625,18553.916015625,18626.29296875,17935.546875,18320.884765625,34420373071
2020-12-10 00:00:00+00:00,18264.9921875,18264.9921875,18553.298828125,17957.064453125,18553.298828125,25547132265
2020-12-11 00:00:00+00:00,18058.904296875,18058.904296875,18268.453125,17619.533203125,18263.9296875,27919640985
2020-12-12 00:00:00+00:00,18803.65625,18803.65625,18919.55078125,18046.041015625,18051.3203125,21752580802
2020-12-13 00:00:00+00:00,19142.3828125,19142.3828125,19381.53515625,18734.33203125,18806.765625,25450468637
2020-12-14 00:00:00+00:00,19246.64453125,19246.64453125,19305.099609375,19012.708984375,19144.4921875,22473997681
2020-12-15 00:00:00+00:00,19417.076171875,19417.076171875,19525.0078125,19079.841796875,19246.919921875,26741982541
2020-12-16 00:00:00+00:00,21310.59765625,21310.59765625,21458.908203125,19298.31640625,19418.818359375,44409011479
2020-12-17 00:00:00+00:00,22805.162109375,22805.162109375,23642.66015625,21234.67578125,21308.3515625,71378606374
2020-12-18 00:00:00+00:00,23137.9609375,23137.9609375,23238.6015625,22399.8125,22806.796875,40387896275
2020-12-19 00:00:00+00:00,23869.83203125,23869.83203125,24085.85546875,22826.47265625,23132.865234375,38487546580
2020-12-20 00:00:00+00:00,23477.294921875,23477.294921875,24209.66015625,23147.7109375,23861.765625,37844228422
2020-12-21 00:00:00+00:00,22803.08203125,22803.08203125,24059.982421875,22159.3671875,23474.455078125,45852713981
2020-12-22 00:00:00+00:00,23783.029296875,23783.029296875,23789.90234375,22430.60546875,22794.0390625,44171632681
2020-12-23 00:00:00+00:00,23241.345703125,23241.345703125,24024.490234375,22802.646484375,23781.974609375,51146161904
2020-12-24 00:00:00+00:00,23735.94921875,23735.94921875,23768.337890625,22777.59765625,23240.203125,41080759713
2020-12-25 00:00:00+00:00,24664.791015625,24664.791015625,24710.1015625,23463.673828125,23733.5703125,42068395846
2020-12-26 00:00:00+00:00,26437.037109375,26437.037109375,26718.0703125,24522.689453125,24677.015625,48332647295
2020-12-27 00:00:00+00:00,26272.294921875,26272.294921875,28288.83984375,25922.76953125,26439.373046875,66479895605
2020-12-28 00:00:00+00:00,27084.80859375,27084.80859375,27389.111328125,26207.640625,26280.822265625,49056742893
2020-12-29 00:00:00+00:00,27362.4375,27362.4375,27370.720703125,25987.298828125,27081.810546875,45265946774
2020-12-30 00:00:00+00:00,28840.953125,28840.953125,28937.740234375,27360.08984375,27360.08984375,51287442704
2020-12-31 00:00:00+00:00,29001.720703125,29001.720703125,29244.876953125,28201.9921875,28841.57421875,46754964848
2021-01-01 00:00:00+00:00,29374.15234375,29374.15234375,29600.626953125,28803.5859375,28994.009765625,40730301359
2021-01-02 00:00:00+00:00,32127.267578125,32127.267578125,33155.1171875,29091.181640625,29376.455078125,67865420765
2021-01-03 00:00:00+00:00,32782.0234375,32782.0234375,34608.55859375,32052.31640625,32129.408203125,78665235202
2021-01-04 00:00:00+00:00,31971.9140625,31971.9140625,33440.21875,28722.755859375,32810.94921875,81163475344
2021-01-05 00:00:00+00:00,33992.4296875,33992.4296875,34437.58984375,30221.1875,31977.041015625,67547324782
2021-01-06 00:00:00+00:00,36824.36328125,36824.36328125,36879.69921875,33514.03515625,34013.61328125,75289433811
2021-01-07 00:00:00+00:00,39371.04296875,39371.04296875,40180.3671875,36491.19140625,36833.875,84762141031
2021-01-08 00:00:00+00:00,40797.609375,40797.609375,41946.73828125,36838.63671875,39381.765625,88107519480
2021-01-09 00:00:00+00:00,40254.546875,40254.546875,41436.3515625,38980.875,40788.640625,61984162837
2021-01-10 00:00:00+00:00,38356.44140625,38356.44140625,41420.19140625,35984.62890625,40254.21875,79980747690
2021-01-11 00:00:00+00:00,35566.65625,35566.65625,38346.53125,30549.599609375,38346.53125,123320567399
2021-01-12 00:00:00+00:00,33922.9609375,33922.9609375,36568.52734375,32697.9765625,35516.359375,74773277909
2021-01-13 00:00:00+00:00,37316.359375,37316.359375,37599.9609375,32584.66796875,33915.12109375,69364315979
2021-01-14 00:00:00+00:00,39187.328125,39187.328125,39966.40625,36868.5625,37325.109375,63615990033
2021-01-15 00:00:00+00:00,36825.3671875,36825.3671875,39577.7109375,34659.58984375,39156.70703125,67760757881
2021-01-16 00:00:00+00:00,36178.140625,36178.140625,37864.3671875,35633.5546875,36821.6484375,57706187875
2021-01-17 00:00:00+00:00,35791.27734375,35791.27734375,36722.3515625,34069.3203125,36163.6484375,52359854336
2021-01-18 00:00:00+00:00,36630.07421875,36630.07421875,37299.28515625,34883.84375,35792.23828125,49511702429
2021-01-19 00:00:00+00:00,36069.8046875,36069.8046875,37755.890625,36069.8046875,36642.234375,57244195486
2021-01-20 00:00:00+00:00,35547.75,35547.75,36378.328125,33570.4765625,36050.11328125,66834573161
2021-01-21 00:00:00+00:00,30825.69921875,30825.69921875,35552.6796875,30250.75,35549.3984375,75643067688
2021-01-22 00:00:00+00:00,33005.76171875,33005.76171875,33811.8515625,28953.373046875,30817.625,77207272511
2021-01-23 00:00:00+00:00,32067.642578125,32067.642578125,33360.9765625,31493.16015625,32985.7578125,48354737975
2021-01-24 00:00:00+00:00,32289.37890625,32289.37890625,32944.0078125,31106.685546875,32064.376953125,48643830599
2021-01-25 00:00:00+00:00,32366.392578125,32366.392578125,34802.7421875,32087.787109375,32285.798828125,59897054838
2021-01-26 00:00:00+00:00,32569.849609375,32569.849609375,32794.55078125,31030.265625,32358.61328125,60255421470
2021-01-27 00:00:00+00:00,30432.546875,30432.546875,32564.029296875,29367.138671875,32564.029296875,62576762015
2021-01-28 00:00:00+00:00,33466.09765625,33466.09765625,33858.3125,30023.20703125,30441.041015625,76517157706
2021-01-29 00:00:00+00:00,34316.38671875,34316.38671875,38406.26171875,32064.814453125,34318.671875,117894572511
2021-01-30 00:00:00+00:00,34269.5234375,34269.5234375,34834.70703125,32940.1875,34295.93359375,65141828798
2021-01-31 00:00:00+00:00,33114.359375,33114.359375,34288.33203125,32270.17578125,34270.87890625,52754542671
2021-02-01 00:00:00+00:00,33537.17578125,33537.17578125,34638.21484375,32384.228515625,33114.578125,61400400660
2021-02-02 00:00:00+00:00,35510.2890625,35510.2890625,35896.8828125,33489.21875,33533.19921875,63088585433
2021-02-03 00:00:00+00:00,37472.08984375,37472.08984375,37480.1875,35443.984375,35510.8203125,61166818159
2021-02-04 00:00:00+00:00,36926.06640625,36926.06640625,38592.17578125,36317.5,37475.10546875,68838074392
2021-02-05 00:00:00+00:00,38144.30859375,38144.30859375,38225.90625,36658.76171875,36931.546875,58598066402
2021-02-06 00:00:00+00:00,39266.01171875,39266.01171875,40846.546875,38138.38671875,38138.38671875,71326033653
2021-02-07 00:00:00+00:00,38903.44140625,38903.44140625,39621.8359375,37446.15234375,39250.19140625,65500641143
2021-02-08 00:00:00+00:00,46196.46484375,46196.46484375,46203.9296875,38076.32421875,38886.828125,101467222687
2021-02-09 00:00:00+00:00,46481.10546875,46481.10546875,48003.72265625,45166.9609375,46184.9921875,91809846886
2021-02-10 00:00:00+00:00,44918.18359375,44918.18359375,47145.56640625,43881.15234375,46469.76171875,87301089896
2021-02-11 00:00:00+00:00,47909.33203125,47909.33203125,48463.46875,44187.76171875,44898.7109375,81388911810
2021-02-12 00:00:00+00:00,47504.8515625,47504.8515625,48745.734375,46424.9765625,47877.03515625,76555041196
2021-02-13 00:00:00+00:00,47105.515625,47105.515625,48047.74609375,46392.28125,47491.203125,70250456155
2021-02-14 00:00:00+00:00,48717.2890625,48717.2890625,49487.640625,47114.5078125,47114.5078125,71248675228
2021-02-15 00:00:00+00:00,47945.05859375,47945.05859375,48875.5703125,46347.4765625,48696.53515625,77069903166
2021-02-16 00:00:00+00:00,49199.87109375,49199.87109375,50341.1015625,47201.3046875,47944.45703125,77049582886
2021-02-17 00:00:00+00:00,52149.0078125,52149.0078125,52533.9140625,49072.37890625,49207.27734375,80820545404
2021-02-18 00:00:00+00:00,51679.796875,51679.796875,52474.10546875,51015.765625,52140.97265625,52054723579
2021-02-19 00:00:00+00:00,55888.1328125,55888.1328125,56113.65234375,50937.27734375,51675.98046875,63495496918
2021-02-20 00:00:00+00:00,56099.51953125,56099.51953125,57505.2265625,54626.55859375,55887.3359375,68145460026
2021-02-21 00:00:00+00:00,57539.9453125,57539.9453125,58330.5703125,55672.609375,56068.56640625,51897585191
2021-02-22 00:00:00+00:00,54207.3203125,54207.3203125,57533.390625,48967.56640625,57532.73828125,92052420332
2021-02-23 00:00:00+00:00,48824.42578125,48824.42578125,54204.9296875,45290.58984375,54204.9296875,106102492824
2021-02-24 00:00:00+00:00,49705.33203125,49705.33203125,51290.13671875,47213.5,48835.0859375,63695521388
2021-02-25 00:00:00+00:00,47093.8515625,47093.8515625,51948.96875,47093.8515625,49709.08203125,54506565949
2021-02-26 00:00:00+00:00,46339.76171875,46339.76171875,48370.78515625,44454.84375,47180.46484375,350967941479
2021-02-27 00:00:00+00:00,46188.453125,46188.453125,48253.26953125,45269.02734375,46344.7734375,45910946382
2021-02-28 00:00:00+00:00,45137.76953125,45137.76953125,46716.4296875,43241.6171875,46194.015625,53443887451
2021-03-01 00:00:00+00:00,49631.2421875,49631.2421875,49784.015625,45115.09375,45159.50390625,53891300112
2021-03-02 00:00:00+00:00,48378.98828125,48378.98828125,50127.51171875,47228.84375,49612.10546875,47530897720
2021-03-03 00:00:00+00:00,50538.2421875,50538.2421875,52535.13671875,48274.3203125,48415.81640625,53220811975
2021-03-04 00:00:00+00:00,48561.16796875,48561.16796875,51735.08984375,47656.9296875,50522.3046875,52343816680
2021-03-05 00:00:00+00:00,48927.3046875,48927.3046875,49396.4296875,46542.515625,48527.03125,48625928883
2021-03-06 00:00:00+00:00,48912.3828125,48912.3828125,49147.21875,47257.52734375,48899.23046875,34363564661
2021-03-07 00:00:00+00:00,51206.69140625,51206.69140625,51384.3671875,48918.6796875,48918.6796875,43137459378
2021-03-08 00:00:00+00:00,52246.5234375,52246.5234375,52314.0703125,49506.0546875,51174.1171875,48597428048
2021-03-09 00:00:00+00:00,54824.1171875,54824.1171875,54824.1171875,51981.83203125,52272.96875,50912227385
2021-03-10 00:00:00+00:00,56008.55078125,56008.55078125,57258.25390625,53290.890625,54824.01171875,57295577614
2021-03-11 00:00:00+00:00,57805.12109375,57805.12109375,58091.0625,54484.59375,55963.1796875,56772343595
2021-03-12 00:00:00+00:00,57332.08984375,57332.08984375,57996.62109375,55376.6484375,57821.21875,55689944702
2021-03-13 00:00:00+00:00,61243.0859375,61243.0859375,61683.86328125,56217.97265625,57343.37109375,60669829814
2021-03-14 00:00:00+00:00,59302.31640625,59302.31640625,61597.91796875,59302.31640625,61221.1328125,43901225564
2021-03-15 00:00:00+00:00,55907.19921875,55907.19921875,60540.9921875,55393.1640625,59267.4296875,66419369890
2021-03-16 00:00:00+00:00,56804.90234375,56804.90234375,56833.1796875,53555.02734375,55840.78515625,59749798599
2021-03-17 00:00:00+00:00,58870.89453125,58870.89453125,58969.81640625,54528.62890625,56825.828125,60258313191
2021-03-18 00:00:00+00:00,57858.921875,57858.921875,60116.25,54253.578125,58893.078125,55746041000
2021-03-19 00:00:00+00:00,58346.65234375,58346.65234375,59498.375,56643.703125,57850.44140625,49063873786
2021-03-20 00:00:00+00:00,58313.64453125,58313.64453125,60031.28515625,58213.296875,58332.26171875,50361731222
2021-03-21 00:00:00+00:00,57523.421875,57523.421875,58767.8984375,56005.6171875,58309.9140625,51943414539
2021-03-22 00:00:00+00:00,54529.14453125,54529.14453125,58471.48046875,54288.15625,57517.890625,56521454974
2021-03-23 00:00:00+00:00,54738.9453125,54738.9453125,55985.44140625,53470.6953125,54511.66015625,56435023914
2021-03-24 00:00:00+00:00,52774.265625,52774.265625,57262.3828125,52514.33203125,54710.48828125,70567223787
2021-03-25 00:00:00+00:00,51704.16015625,51704.16015625,53392.38671875,50856.5703125,52726.74609375,67999812841
2021-03-26 00:00:00+00:00,55137.3125,55137.3125,55137.3125,51579.85546875,51683.01171875,56652197978
2021-03-27 00:00:00+00:00,55973.51171875,55973.51171875,56568.21484375,54242.91015625,55137.56640625,47266542233
2021-03-28 00:00:00+00:00,55950.74609375,55950.74609375,56610.3125,55071.11328125,55974.94140625,47686580918
2021-03-29 00:00:00+00:00,57750.19921875,57750.19921875,58342.09765625,55139.33984375,55947.8984375,57625587027
2021-03-30 00:00:00+00:00,58917.69140625,58917.69140625,59447.22265625,57251.55078125,57750.1328125,54414116432
2021-03-31 00:00:00+00:00,58918.83203125,58918.83203125,59930.02734375,57726.41796875,58930.27734375,65520826225
2021-04-01 00:00:00+00:00,59095.80859375,59095.80859375,59586.0703125,58505.27734375,58926.5625,61669163792
2021-04-02 00:00:00+00:00,59384.3125,59384.3125,60267.1875,58869.28125,59098.87890625,58727860620
2021-04-03 00:00:00+00:00,57603.890625,57603.890625,60110.26953125,57603.890625,59397.41015625,59641344484
2021-04-04 00:00:00+00:00,58758.5546875,58758.5546875,58913.74609375,57168.67578125,57604.83984375,50749662970
2021-04-05 00:00:00+00:00,59057.87890625,59057.87890625,59891.296875,57694.82421875,58760.875,60706272115
2021-04-06 00:00:00+00:00,58192.359375,58192.359375,59479.578125,57646.80859375,59171.93359375,66058027988
2021-04-07 00:00:00+00:00,56048.9375,56048.9375,58731.14453125,55604.0234375,58186.5078125,75645303584
2021-04-08 00:00:00+00:00,58323.953125,58323.953125,58338.73828125,55879.0859375,56099.9140625,53053855641
2021-04-09 00:00:00+00:00,58245.00390625,58245.00390625,58937.046875,57807.86328125,58326.5625,46655208546
2021-04-10 00:00:00+00:00,59793.234375,59793.234375,61276.6640625,58038.70703125,58253.77734375,58238470525
2021-04-11 00:00:00+00:00,60204.96484375,60204.96484375,60790.5546875,59289.796875,59846.23046875,46280252580
2021-04-12 00:00:00+00:00,59893.453125,59893.453125,61253.03515625,59589.875,60175.9453125,51828688519
2021-04-13 00:00:00+00:00,63503.45703125,63503.45703125,63742.28515625,59869.95703125,59890.01953125,69983454362
2021-04-14 00:00:00+00:00,63109.6953125,63109.6953125,64863.09765625,61554.796875,63523.75390625,77451779687
2021-04-15 00:00:00+00:00,63314.01171875,63314.01171875,63821.671875,62208.96484375,63075.1953125,60954381579
2021-04-16 00:00:00+00:00,61572.7890625,61572.7890625,63594.72265625,60222.53125,63258.50390625,84293007468
2021-04-17 00:00:00+00:00,60683.8203125,60683.8203125,62572.17578125,60361.3515625,61529.921875,66138759198
2021-04-18 00:00:00+00:00,56216.18359375,56216.18359375,61057.45703125,52829.53515625,60701.88671875,97468872758
2021-04-19 00:00:00+00:00,55724.265625,55724.265625,57520.0546875,54368.59375,56191.5859375,65344865159
2021-04-20 00:00:00+00:00,56473.03125,56473.03125,57062.1484375,53448.046875,55681.79296875,67849323955
2021-04-21 00:00:00+00:00,53906.08984375,53906.08984375,56757.97265625,53695.46875,56471.12890625,54926612466
2021-04-22 00:00:00+00:00,51762.2734375,51762.2734375,55410.23046875,50583.8125,53857.10546875,74798630778
2021-04-23 00:00:00+00:00,51093.65234375,51093.65234375,52120.79296875,47714.6640625,51739.80859375,86668667320
2021-04-24 00:00:00+00:00,50050.8671875,50050.8671875,51167.5625,48805.28515625,51143.2265625,49014494781
2021-04-25 00:00:00+00:00,49004.25390625,49004.25390625,50506.01953125,47159.484375,50052.83203125,46117114240
2021-04-26 00:00:00+00:00,54021.75390625,54021.75390625,54288.00390625,48852.796875,49077.79296875,58284039825
2021-04-27 00:00:00+00:00,55033.1171875,55033.1171875,55416.96484375,53319.1875,54030.3046875,49448222757
2021-04-28 00:00:00+00:00,54824.703125,54824.703125,56227.20703125,53887.91796875,55036.63671875,48000572955
2021-04-29 00:00:00+00:00,53555.109375,53555.109375,55115.84375,52418.02734375,54858.08984375,46088929780
2021-04-30 00:00:00+00:00,57750.17578125,57750.17578125,57900.71875,53129.6015625,53568.6640625,52395931985
2021-05-01 00:00:00+00:00,57828.05078125,57828.05078125,58448.33984375,57052.2734375,57714.6640625,42836427360
2021-05-02 00:00:00+00:00,56631.078125,56631.078125,57902.59375,56141.90625,57825.86328125,38177405335
2021-05-03 00:00:00+00:00,57200.29296875,57200.29296875,58973.30859375,56590.87109375,56620.2734375,51713139031
2021-05-04 00:00:00+00:00,53333.5390625,53333.5390625,57214.1796875,53191.42578125,57214.1796875,68564706967
2021-05-05 00:00:00+00:00,57424.0078125,57424.0078125,57911.36328125,52969.0546875,53252.1640625,69241316747
2021-05-06 00:00:00+00:00,56396.515625,56396.515625,58363.31640625,55382.5078125,57441.30859375,69523285106
2021-05-07 00:00:00+00:00,57356.40234375,57356.40234375,58606.6328125,55321.84765625,56413.953125,68434023376
2021-05-08 00:00:00+00:00,58803.77734375,58803.77734375,59464.61328125,56975.2109375,57352.765625,65382980634
2021-05-09 00:00:00+00:00,58232.31640625,58232.31640625,59210.8828125,56482.00390625,58877.390625,65906690347
2021-05-10 00:00:00+00:00,55859.796875,55859.796875,59519.35546875,54071.45703125,58250.87109375,71776546298
2021-05-11 00:00:00+00:00,56704.57421875,56704.57421875,56872.54296875,54608.65234375,55847.2421875,61308396325
2021-05-12 00:00:00+00:00,49150.53515625,49150.53515625,57939.36328125,49150.53515625,56714.53125,75215403907
2021-05-13 00:00:00+00:00,49716.19140625,49716.19140625,51330.84375,46980.01953125,49735.43359375,96721152926
2021-05-14 00:00:00+00:00,49880.53515625,49880.53515625,51438.1171875,48868.578125,49682.98046875,55737497453
2021-05-15 00:00:00+00:00,46760.1875,46760.1875,50639.6640625,46664.140625,49855.49609375,59161047474
2021-05-16 00:00:00+00:00,46456.05859375,46456.05859375,49720.04296875,43963.3515625,46716.63671875,64047871555
2021-05-17 00:00:00+00:00,43537.51171875,43537.51171875,46623.55859375,42207.2890625,46415.8984375,74903638450
2021-05-18 00:00:00+00:00,42909.40234375,42909.40234375,45812.45703125,42367.83203125,43488.05859375,56187365084
2021-05-19 00:00:00+00:00,37002.44140625,37002.44140625,43546.1171875,30681.49609375,42944.9765625,126358098747
2021-05-20 00:00:00+00:00,40782.73828125,40782.73828125,42462.984375,35050.6171875,36753.66796875,88281943359
2021-05-21 00:00:00+00:00,37304.69140625,37304.69140625,42172.171875,33616.453125,40596.94921875,82051616861
2021-05-22 00:00:00+00:00,37536.6328125,37536.6328125,38831.0546875,35383.68359375,37371.03125,57377273240
2021-05-23 00:00:00+00:00,34770.58203125,34770.58203125,38289.21875,31227.33984375,37531.44921875,78469274361
2021-05-24 00:00:00+00:00,38705.98046875,38705.98046875,39835.140625,34551.08203125,34700.36328125,67359584098
2021-05-25 00:00:00+00:00,38402.22265625,38402.22265625,39776.3515625,36581.4296875,38795.78125,56211915803
2021-05-26 00:00:00+00:00,39294.19921875,39294.19921875,40782.078125,37905.8359375,38392.625,51346735160
2021-05-27 00:00:00+00:00,38436.96875,38436.96875,40379.6171875,37247.90234375,39316.890625,43210968721
2021-05-28 00:00:00+00:00,35697.60546875,35697.60546875,38856.96875,34779.0390625,38507.08203125,55200191952
2021-05-29 00:00:00+00:00,34616.06640625,34616.06640625,37234.5,33693.9296875,35684.15625,45231013335
2021-05-30 00:00:00+00:00,35678.12890625,35678.12890625,36400.66796875,33520.73828125,34607.40625,31646080921
2021-05-31 00:00:00+00:00,37332.85546875,37332.85546875,37468.25,34241.9453125,35658.59375,39009847639
2021-06-01 00:00:00+00:00,36684.92578125,36684.92578125,37896.734375,35787.0859375,37293.79296875,34639423297
2021-06-02 00:00:00+00:00,37575.1796875,37575.1796875,38231.33984375,35966.30859375,36699.921875,33070867190
2021-06-03 00:00:00+00:00,39208.765625,39208.765625,39478.953125,37243.97265625,37599.41015625,35460750427
2021-06-04 00:00:00+00:00,36894.40625,36894.40625,39242.484375,35717.72265625,39242.484375,41831090187
2021-06-05 00:00:00+00:00,35551.95703125,35551.95703125,37917.71484375,34900.4140625,36880.15625,35959473399
2021-06-06 00:00:00+00:00,35862.37890625,35862.37890625,36436.421875,35304.578125,35538.609375,28913440585
2021-06-07 00:00:00+00:00,33560.70703125,33560.70703125,36790.5703125,33480.640625,35835.265625,33683936663
2021-06-08 00:00:00+00:00,33472.6328125,33472.6328125,34017.38671875,31114.443359375,33589.51953125,49902050442
2021-06-09 00:00:00+00:00,37345.12109375,37345.12109375,37537.37109375,32475.865234375,33416.9765625,53972919008
2021-06-10 00:00:00+00:00,36702.59765625,36702.59765625,38334.32421875,35847.59375,37389.515625,43576032854
2021-06-11 00:00:00+00:00,37334.3984375,37334.3984375,37608.6953125,36044.44921875,36697.03125,38699736985
2021-06-12 00:00:00+00:00,35552.515625,35552.515625,37408.92578125,34728.19140625,37340.14453125,37924228550
2021-06-13 00:00:00+00:00,39097.859375,39097.859375,39322.78125,34864.109375,35555.7890625,40669112838
2021-06-14 00:00:00+00:00,40218.4765625,40218.4765625,40978.36328125,38757.28515625,39016.96875,43148914673
2021-06-15 00:00:00+00:00,40406.26953125,40406.26953125,41295.26953125,39609.46875,40427.16796875,46420149185
2021-06-16 00:00:00+00:00,38347.0625,38347.0625,40516.77734375,38176.03515625,40168.69140625,39211635100
2021-06-17 00:00:00+00:00,38053.50390625,38053.50390625,39513.671875,37439.67578125,38341.421875,37096670047
2021-06-18 00:00:00+00:00,35787.24609375,35787.24609375,38187.26171875,35255.85546875,38099.4765625,36200887275
2021-06-19 00:00:00+00:00,35615.87109375,35615.87109375,36457.796875,34933.0625,35854.52734375,31207279719
2021-06-20 00:00:00+00:00,35698.296875,35698.296875,36059.484375,33432.07421875,35563.140625,36664034054
2021-06-21 00:00:00+00:00,31676.693359375,31676.693359375,35721.640625,31295.935546875,35641.14453125,52809038594
2021-06-22 00:00:00+00:00,32505.66015625,32505.66015625,33292.453125,28893.62109375,31622.376953125,58964353058
2021-06-23 00:00:00+00:00,33723.02734375,33723.02734375,34753.41015625,31772.6328125,32515.71484375,46317108925
2021-06-24 00:00:00+00:00,34662.4375,34662.4375,35228.8515625,32385.21484375,33682.80078125,33123368116
2021-06-25 00:00:00+00:00,31637.779296875,31637.779296875,35487.24609375,31350.884765625,34659.10546875,40230904226
2021-06-26 00:00:00+00:00,32186.27734375,32186.27734375,32637.587890625,30184.501953125,31594.6640625,38585385521
2021-06-27 00:00:00+00:00,34649.64453125,34649.64453125,34656.12890625,32071.7578125,32287.5234375,35511640894
2021-06-28 00:00:00+00:00,34434.3359375,34434.3359375,35219.890625,33902.07421875,34679.12109375,33892523752
2021-06-29 00:00:00+00:00,35867.77734375,35867.77734375,36542.109375,34252.484375,34475.55859375,37901460044
2021-06-30 00:00:00+00:00,35040.8359375,35040.8359375,36074.7578125,34086.15234375,35908.38671875,34059036099
2021-07-01 00:00:00+00:00,33572.1171875,33572.1171875,35035.984375,32883.78125,35035.984375,37838957079
2021-07-02 00:00:00+00:00,33897.046875,33897.046875,33939.58984375,32770.6796875,33549.6015625,38728974942
2021-07-03 00:00:00+00:00,34668.546875,34668.546875,34909.26171875,33402.6953125,33854.421875,24383958643
2021-07-04 00:00:00+00:00,35287.78125,35287.78125,35937.56640625,34396.4765625,34665.56640625,24924307911
2021-07-05 00:00:00+00:00,33746.00390625,33746.00390625,35284.34375,33213.66015625,35284.34375,26721554282
2021-07-06 00:00:00+00:00,34235.1953125,34235.1953125,35038.53515625,33599.91796875,33723.5078125,26501259870
2021-07-07 00:00:00+00:00,33855.328125,33855.328125,34997.6640625,33839.2890625,34225.6796875,24796027477
2021-07-08 00:00:00+00:00,32877.37109375,32877.37109375,33907.90625,32133.18359375,33889.60546875,29910396946
2021-07-09 00:00:00+00:00,33798.01171875,33798.01171875,34042.29296875,32318.880859375,32861.671875,27436021028
2021-07-10 00:00:00+00:00,33520.51953125,33520.51953125,34209.0703125,33116.01171875,33811.2421875,22971873468
2021-07-11 00:00:00+00:00,34240.1875,34240.1875,34584.703125,33346.73828125,33509.078125,20108729370
2021-07-12 00:00:00+00:00,33155.84765625,33155.84765625,34592.15625,32697.30859375,34254.015625,24321499537
2021-07-13 00:00:00+00:00,32702.025390625,32702.025390625,33327.1015625,32261.419921875,33125.46875,19120856669
2021-07-14 00:00:00+00:00,32822.34765625,32822.34765625,33061.3984375,31639.125,32723.845703125,21376531210
2021-07-15 00:00:00+00:00,31780.73046875,31780.73046875,33159.640625,31175.708984375,32827.875,21300524237
2021-07-16 00:00:00+00:00,31421.5390625,31421.5390625,32218.40625,31100.673828125,31841.55078125,23699476918
2021-07-17 00:00:00+00:00,31533.068359375,31533.068359375,31935.9453125,31223.990234375,31397.30859375,18895018942
2021-07-18 00:00:00+00:00,31796.810546875,31796.810546875,32398.99609375,31215.4921875,31533.884765625,18787986667
2021-07-19 00:00:00+00:00,30817.83203125,30817.83203125,31885.859375,30563.734375,31800.01171875,20434789545
